county_name,municipality_name,property_location,deed_date,Year,Quarter, sale_price ,Price_Range,sale_assessment,Sale_Range,residential,Treated,Time,Interaction,Time_Placebo,Interaction_Placebo
ATLANTIC,Margate City,7 S HUNTINGTON AVE,4/14/11,2011,2011-Q2,600000,1,515000,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,9 S LANCASTER AVE,4/5/11,2011,2011-Q2,1,0,477400,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,2 S NASSAU AVE,4/1/11,2011,2011-Q2,1,0,677000,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,23 S WASHINGTON AVE,6/3/11,2011,2011-Q2,635000,1,410700,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,9307 PACIFIC AVE,5/12/11,2011,2011-Q2,1,0,707800,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,22 S WASHINGTON AVE,4/6/11,2011,2011-Q2,315000,1,251500,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,9415-19 PACIFIC AVE,4/29/11,2011,2011-Q2,115000,1,106400,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,9507 PACIFIC AVE,5/26/11,2011,2011-Q2,1,0,100300,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,9704 VENTNOR AVE,5/18/11,2011,2011-Q2,225000,1,211600,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,11 EAST DRIVE,6/24/11,2011,2011-Q2,427500,1,555300,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,19 EAST DRIVE,5/10/11,2011,2011-Q2,54613,0,495800,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,20 N FREDERICKSBURG AVE,6/30/11,2011,2011-Q2,875000,1,314600,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,7 CIRCLE DRIVE,6/9/11,2011,2011-Q2,1,0,491700,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,11 N ESSEX AVE,5/6/11,2011,2011-Q2,785000,1,373200,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,4 N GRANVILLE AVE,4/12/11,2011,2011-Q2,350000,1,409500,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,16 N JEFFERSON AVE,4/22/11,2011,2011-Q2,497500,1,462600,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,9609 VENTNOR AVE,4/1/11,2011,2011-Q2,180000,1,191200,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,9711 VENTNOR AVE,6/20/11,2011,2011-Q2,300000,1,294200,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,11 N COOLIDGE AVE,5/23/11,2011,2011-Q2,134900,1,134200,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,9801 VENTNOR AVE,4/26/11,2011,2011-Q2,143000,1,176300,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,117 N BELMONT AVE,4/29/11,2011,2011-Q2,540000,1,521300,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,7600 MONMOUTH AVE,6/24/11,2011,2011-Q2,365000,1,312300,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,112 N BRUNSWICK AVE,5/15/11,2011,2011-Q2,425000,1,312100,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,105 N DELAVAN AVE,5/27/11,2011,2011-Q2,1,0,311200,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,104 N CLERMONT AVE,5/14/11,2011,2011-Q2,500000,1,372300,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,109 N DOUGLAS AVE,4/8/11,2011,2011-Q2,649000,1,302100,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,112 N DELAVAN AVE,4/20/11,2011,2011-Q2,350000,1,278200,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,108 N JEROME AVE,5/23/11,2011,2011-Q2,1,0,352900,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,123 N QUINCY AVE,4/8/11,2011,2011-Q2,675000,1,582500,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,118 N THURLOW AVE,4/19/11,2011,2011-Q2,1,0,764000,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,105 N HARDING AVE,4/5/11,2011,2011-Q2,1,0,172100,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,9415 WINCHESTER AVE,4/22/11,2011,2011-Q2,527500,1,410500,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,9506B MONMOUTH AVE,4/22/11,2011,2011-Q2,312500,1,302800,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,106 N JEFFERSON AVE,4/12/11,2011,2011-Q2,550000,1,341400,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,9705 WINCHESTER AVE,5/6/11,2011,2011-Q2,580000,1,0,0,1,0.73,0,0,0,0
ATLANTIC,Margate City,120 N MONROE AVE,6/14/11,2011,2011-Q2,0,0,226200,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,225 N GLADSTONE AVE,6/24/11,2011,2011-Q2,330000,1,408700,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,215 N HAVERFORD AVE,4/12/11,2011,2011-Q2,1,0,312400,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,213 N PEMBROKE AVE,6/1/11,2011,2011-Q2,10,0,438300,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,207 N PEMBROKE AVE,6/27/11,2011,2011-Q2,430520,1,418400,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,205 N PEMBROKE AVE,5/17/11,2011,2011-Q2,850000,1,355300,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,206 N PEMBROKE AVE,6/17/11,2011,2011-Q2,415000,1,363100,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,216 N RUMSON AVE,6/23/11,2011,2011-Q2,300000,1,310400,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,207 N THURLOW AVE,5/13/11,2011,2011-Q2,1,0,314300,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,220 N SUMNER AVE,5/12/11,2011,2011-Q2,565000,1,439800,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,200 N DECATUR AVE,4/20/11,2011,2011-Q2,280000,1,260800,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,9500-06 AMHERST AVE,4/8/11,2011,2011-Q2,191000,1,176600,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,9709 MONMOUTH AVE,5/12/11,2011,2011-Q2,1,0,245900,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,209 N CLARENDON AVE,6/3/11,2011,2011-Q2,678750,1,567200,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,310 N CLERMONT AVE,4/21/11,2011,2011-Q2,1,0,383300,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,300 N JEROME AVE,4/21/11,2011,2011-Q2,270000,1,327800,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,303 N KENYON AVE,6/27/11,2011,2011-Q2,1,0,404400,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,304 N PEMBROKE AVE,6/24/11,2011,2011-Q2,275000,1,358400,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,305 N WILSON AVE,6/30/11,2011,2011-Q2,175000,1,0,0,1,0.73,0,0,0,0
ATLANTIC,Margate City,301 N HARDING AVE,6/17/11,2011,2011-Q2,1,0,368300,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,405 N CLERMONT AVE,6/7/11,2011,2011-Q2,1,0,423100,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,418 N CLERMONT AVE,4/5/11,2011,2011-Q2,1,0,304500,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,404 N DOUGLAS AVE,4/5/11,2011,2011-Q2,325000,1,401000,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,19 SEASIDE COURT,6/1/11,2011,2011-Q2,499000,1,577000,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,8210 MARSHALL AVE,6/24/11,2011,2011-Q2,317500,1,373500,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,410 N UNION AVE,4/15/11,2011,2011-Q2,350000,1,272600,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,402 N VENDOME AVE,6/10/11,2011,2011-Q2,2600000,0,1845700,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,40 BAYSIDE COURT,6/29/11,2011,2011-Q2,461000,1,674100,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,7805 BAYSHORE DR,5/13/11,2011,2011-Q2,2400000,0,1921000,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,618 N DOUGLAS AVE,4/15/11,2011,2011-Q2,1,0,355500,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,7800 BAYSHORE DR,6/1/11,2011,2011-Q2,600000,1,686600,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,8002 BAYSHORE DR,4/14/11,2011,2011-Q2,1300000,1,959500,1,1,0.73,0,0,0,0
ATLANTIC,Margate City,8005 LAGOON DRIVE,4/7/11,2011,2011-Q2,1,0,1206500,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,4800 BOARDWALK,5/9/11,2011,2011-Q2,205000,1,198200,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,4800 BOARDWALK,4/22/11,2011,2011-Q2,165000,1,198200,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,4800 BOARDWALK,5/4/11,2011,2011-Q2,325000,1,477400,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,5000 BOARDWALK,6/8/11,2011,2011-Q2,228000,1,274800,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,5000 BOARDWALK,5/17/11,2011,2011-Q2,335000,1,261000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,5000 BOARDWALK,4/1/11,2011,2011-Q2,1,0,299000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,5000 BOARDWALK,5/12/11,2011,2011-Q2,302500,1,299000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,5000 BOARDWALK,4/12/11,2011,2011-Q2,300000,1,274700,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,5000 BOARDWALK,4/12/11,2011,2011-Q2,255000,1,315700,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,5000 BOARDWALK,5/12/11,2011,2011-Q2,234000,1,302100,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,104 S OAKLAND AVE,4/29/11,2011,2011-Q2,810000,1,804400,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,105 S FRANKFORT AVE,4/4/11,2011,2011-Q2,375000,1,395000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,5403 BOARDWALK,4/13/11,2011,2011-Q2,3200000,0,2202300,0,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,111 S DUDLEY AVE,6/20/11,2011,2011-Q2,290000,1,297700,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,112 S OXFORD AVE,6/17/11,2011,2011-Q2,180000,1,173200,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,6100 BOARDWALK,4/13/11,2011,2011-Q2,230000,1,250900,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,116 S SACRAMENTO AVE,5/12/11,2011,2011-Q2,690000,1,900000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,7200 ATLANTIC AVE,6/3/11,2011,2011-Q2,800000,1,901400,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,6309 OCEAN AVE,4/25/11,2011,2011-Q2,460000,1,478500,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,15 S NEW HAVEN AVE,5/25/11,2011,2011-Q2,1,0,690000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,30 S RICHARDS AVE,6/30/11,2011,2011-Q2,390000,1,281700,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,14 S LAFAYETTE AVE,5/20/11,2011,2011-Q2,600000,1,588200,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,19B S WASHINGTON AVE,6/15/11,2011,2011-Q2,540000,1,593400,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,14 S MARTINDALE AVE,4/29/11,2011,2011-Q2,500000,1,475000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,7 N VASSAR SQUARE,4/29/11,2011,2011-Q2,273000,1,333000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,16 N JACKSON AVE,6/3/11,2011,2011-Q2,1,0,310400,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,3 N BATON ROUGE AVE,6/30/11,2011,2011-Q2,275000,1,198100,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,27 N HILLSIDE AVE,5/11/11,2011,2011-Q2,200000,1,353000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,1 N NEWPORT AVE,4/29/11,2011,2011-Q2,127500,1,113700,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,1 N NEW HAVEN AVE,5/31/11,2011,2011-Q2,218500,1,483000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,11 N MELBOURNE AVE,4/4/11,2011,2011-Q2,480000,1,420100,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,16 N LAFAYETTE AVE,5/9/11,2011,2011-Q2,372000,1,432700,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,12 N LAFAYETTE AVE,5/25/11,2011,2011-Q2,351500,1,391800,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,6 N SWARTHMORE AVE,6/7/11,2011,2011-Q2,465000,1,361600,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,141 N SURREY AVE,6/30/11,2011,2011-Q2,450000,1,640000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,110 N SURREY AVE,4/20/11,2011,2011-Q2,1,0,246400,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,236 N DERBY AVE,5/2/11,2011,2011-Q2,1,0,275000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,6101 MONMOUTH AVE,6/10/11,2011,2011-Q2,155000,1,210000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,204 N PRINCETON AVE,6/17/11,2011,2011-Q2,170000,1,463500,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,6419 WINCHESTER AVE,6/13/11,2011,2011-Q2,365000,1,286200,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,105 N WISSAHICKON AVE,6/30/11,2011,2011-Q2,1,0,360600,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,7003 WINCHESTER AVE,5/19/11,2011,2011-Q2,1,0,380000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,128 N LAFAYETTE AVE,4/14/11,2011,2011-Q2,190000,1,360000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,216 N SURREY AVE,5/12/11,2011,2011-Q2,1,0,377600,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,218 N DORSET AVE,5/1/11,2011,2011-Q2,189000,1,366800,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,316 N SURREY AVE,4/27/11,2011,2011-Q2,240000,1,226900,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,316 N SOMERSET AVE,5/9/11,2011,2011-Q2,225000,1,230500,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,304 N SOMERSET AVE,5/19/11,2011,2011-Q2,0,0,198500,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,412 N HARVARD AVE,6/23/11,2011,2011-Q2,730000,1,681700,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,7039 VENTNOR GARDENS PL,4/6/11,2011,2011-Q2,242000,1,251000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,312 WINDSOR DRIVE,6/30/11,2011,2011-Q2,365000,1,360000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,414 N DORSET AVE,6/9/11,2011,2011-Q2,1,0,343800,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,313 HAMPSHIRE DRIVE,5/11/11,2011,2011-Q2,210000,1,209900,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,505 N CORNWALL AVE,6/3/11,2011,2011-Q2,181500,1,257700,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,615 N SOMERSET AVE,4/13/11,2011,2011-Q2,180000,1,255600,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,610 N CORNWALL AVE,4/29/11,2011,2011-Q2,275000,1,263500,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,715 N SURREY AVE,5/23/11,2011,2011-Q2,1,0,184600,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,713 N SOMERSET AVE,4/21/11,2011,2011-Q2,55000,0,100600,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,737 N SOMERSET AVE,5/12/11,2011,2011-Q2,62000,0,131100,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,5421 SUFFOLK CT,6/15/11,2011,2011-Q2,64000,0,130200,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,707 N DUDLEY AVE,4/29/11,2011,2011-Q2,59000,0,124500,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,707 N BALTIMORE AVE,4/14/11,2011,2011-Q2,240000,1,250000,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,808 SURREY AVE,4/29/11,2011,2011-Q2,1,0,153700,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,814 SURREY AVE,6/30/11,2011,2011-Q2,135000,1,203600,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,804 B DUDLEY COURT,6/29/11,2011,2011-Q2,1,0,104900,1,1,0.73,0,0,0,0
ATLANTIC,Ventnor City,805 DORSET AVE,5/31/11,2011,2011-Q2,179900,1,203500,1,1,0.73,0,0,0,0
ATLANTIC,Linwood,305 MELODY LANE,6/30/11,2011,2011-Q2,270000,1,244000,1,1,0.73,0,0,0,0
ATLANTIC,Linwood,2155 SHORE ROAD,4/1/11,2011,2011-Q2,1,0,134100,1,1,0.73,0,0,0,0
ATLANTIC,Linwood,2400 SHORE ROAD,4/21/11,2011,2011-Q2,110000,1,135800,1,1,0.73,0,0,0,0
ATLANTIC,Linwood,400 W JOSEPH AVE,6/8/11,2011,2011-Q2,185100,1,136800,1,1,0.73,0,0,0,0
ATLANTIC,Linwood,1912 WEST AVE,5/13/11,2011,2011-Q2,1,0,201200,1,1,0.73,0,0,0,0
ATLANTIC,Linwood,21 WENDY DR,5/11/11,2011,2011-Q2,390000,1,233600,1,1,0.73,0,0,0,0
ATLANTIC,Linwood,503 W POPLAR AVE,6/10/11,2011,2011-Q2,1,0,151000,1,1,0.73,0,0,0,0
ATLANTIC,Linwood,303 W VAN SANT AVE,4/22/11,2011,2011-Q2,349000,1,166200,1,1,0.73,0,0,0,0
ATLANTIC,Linwood,211 W VAN SANT AVE,6/23/11,2011,2011-Q2,210000,1,229300,1,1,0.73,0,0,0,0
ATLANTIC,Linwood,3 FISCHER ROAD,4/7/11,2011,2011-Q2,456000,1,497000,1,1,0.73,0,0,0,0
ATLANTIC,Linwood,D-6 JEFFERSON CT,5/3/11,2011,2011-Q2,149000,1,137300,1,1,0.73,0,0,0,0
ATLANTIC,Linwood,112 E GLENSIDE AVE,4/28/11,2011,2011-Q2,400000,1,406000,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,2 SAMARA CIRCLE,5/6/11,2011,2011-Q2,499500,1,510400,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,701 PASADENA DR,6/30/11,2011,2011-Q2,222000,1,207500,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,21 JACK SLOAN CT,5/20/11,2011,2011-Q2,395000,1,415200,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,222 A W REVERE AVE,5/10/11,2011,2011-Q2,215000,1,64600,0,1,0.73,0,0,0,0
ATLANTIC,Northfield,2028 CEDARBRIDGE RD,5/10/11,2011,2011-Q2,175000,1,209000,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,2025 CEDARBRIDGE RD,6/24/11,2011,2011-Q2,245000,1,267600,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,7 FORREST DR,4/19/11,2011,2011-Q2,1,0,198500,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,1115 SECOND ST,4/29/11,2011,2011-Q2,200000,1,208400,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,201 DAVIS AVE,6/20/11,2011,2011-Q2,226000,1,179200,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,424 FAIRBANKS AVE,6/17/11,2011,2011-Q2,199900,1,58500,0,1,0.73,0,0,0,0
ATLANTIC,Northfield,401 ALBERT AVE,6/29/11,2011,2011-Q2,150000,1,198500,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,399 FIRST ST,4/27/11,2011,2011-Q2,175500,1,216900,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,223 BATES AVE,4/11/11,2011,2011-Q2,140000,1,166000,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,107 W FRANKLIN AVE,5/10/11,2011,2011-Q2,202500,1,222800,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,811 SHORE RD,4/18/11,2011,2011-Q2,150000,1,201500,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,126 E OAKCREST AVE,6/3/11,2011,2011-Q2,193000,1,218500,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,128 E REVERE AVE,4/15/11,2011,2011-Q2,125000,1,202400,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,10 E ROSEDALE AVE,5/25/11,2011,2011-Q2,164000,1,169100,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,114 E STEELMAN AVE,6/16/11,2011,2011-Q2,1,0,191800,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,15 E MILL RD,4/15/11,2011,2011-Q2,1,0,538500,1,1,0.73,0,0,0,0
ATLANTIC,Northfield,4109 DOLPHIN AVE,4/6/11,2011,2011-Q2,1,0,109200,1,1,0.73,0,0,0,0
ATLANTIC,Atlantic City,101 S PLAZA 309,4/29/11,2011,2011-Q2,190000,1,295000,1,1,0.73,0,0,0,0
ATLANTIC,Atlantic City,101 S PLAZA 1013,5/13/11,2011,2011-Q2,182000,1,360000,1,1,0.73,0,0,0,0
ATLANTIC,Atlantic City,101 S PLAZA 1103,4/12/11,2011,2011-Q2,1,0,406000,1,1,0.73,0,0,0,0
ATLANTIC,Atlantic City,100 S BERKLEY 4L,4/8/11,2011,2011-Q2,0,0,211500,1,1,0.73,0,0,0,0
SUSSEX,Byram Township,65 RIVER RD,4/27/11,2011,2011-Q2,210000,1,255900,1,1,0.05,0,0,0,0
SUSSEX,Byram Township,2 SAND HILL RD,6/16/11,2011,2011-Q2,0,0,0,0,1,0.05,0,0,0,0
SUSSEX,Byram Township,5 SPRING TR,6/23/11,2011,2011-Q2,200000,1,276500,1,1,0.05,0,0,0,0
SUSSEX,Byram Township,15 LAKE DR W,4/28/11,2011,2011-Q2,224000,1,383100,1,1,0.05,0,0,0,0
SUSSEX,Byram Township,5 PARTRIDGE RD,4/28/11,2011,2011-Q2,135000,1,94000,0,1,0.05,0,0,0,0
SUSSEX,Byram Township,139 LAKE DR,6/2/11,2011,2011-Q2,100,0,370200,1,1,0.05,0,0,0,0
SUSSEX,Byram Township,218 LACKAWANNA DR,6/13/11,2011,2011-Q2,190000,1,199400,1,1,0.05,0,0,0,0
SUSSEX,Byram Township,38 CRESCENT DR SO,6/28/11,2011,2011-Q2,1,0,220600,1,1,0.05,0,0,0,0
SUSSEX,Byram Township,110 GLENSIDE TR,4/28/11,2011,2011-Q2,235000,1,205100,1,1,0.05,0,0,0,0
SUSSEX,Byram Township,81 LYNN DR,5/4/11,2011,2011-Q2,306250,1,353700,1,1,0.05,0,0,0,0
SUSSEX,Byram Township,1 MARA LN,5/13/11,2011,2011-Q2,429900,1,386100,1,1,0.05,0,0,0,0
SUSSEX,Byram Township,4 MANOR DR,5/27/11,2011,2011-Q2,439000,1,513200,1,1,0.05,0,0,0,0
SUSSEX,Byram Township,729 WEST SHORE TR,5/18/11,2011,2011-Q2,196000,1,278800,1,1,0.05,0,0,0,0
SUSSEX,Byram Township,17 BRIAR LN,4/4/11,2011,2011-Q2,1,0,504900,1,1,0.05,0,0,0,0
SUSSEX,Byram Township,2 DEBBIE DR,6/30/11,2011,2011-Q2,318000,1,309800,1,1,0.05,0,0,0,0
SUSSEX,Byram Township,48 SLEEPY HOLLOW RD,4/8/11,2011,2011-Q2,1,0,249400,1,1,0.05,0,0,0,0
SUSSEX,Byram Township,65 SLEEPY HOLLOW RD,5/17/11,2011,2011-Q2,198000,1,264600,1,1,0.05,0,0,0,0
SUSSEX,Stanhope Borough,20 CRESTVIEW DR,6/15/11,2011,2011-Q2,355000,1,338600,1,1,0.05,0,0,0,0
SUSSEX,Stanhope Borough,2 SPENCER ST,6/16/11,2011,2011-Q2,340000,1,332200,1,1,0.05,0,0,0,0
SUSSEX,Stanhope Borough,565 DELL PL,6/14/11,2011,2011-Q2,167000,1,211000,1,1,0.05,0,0,0,0
SUSSEX,Stanhope Borough,13223 DELL PL,6/27/11,2011,2011-Q2,191500,1,215100,1,1,0.05,0,0,0,0
SUSSEX,Stanhope Borough,36 DELL RD,5/13/11,2011,2011-Q2,245000,1,325700,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,4 RANDOLPH AVE,4/29/11,2011,2011-Q2,110000,1,289100,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,1 JOHNSON AVE,4/1/11,2011,2011-Q2,225000,1,308300,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,5 IDALROY TR,5/6/11,2011,2011-Q2,52000,0,195100,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,1 LACKAWANNA TR,4/20/11,2011,2011-Q2,1,0,327300,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,125 BERGEN TR,4/12/11,2011,2011-Q2,105000,1,105000,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,5 MARINERS RD,4/20/11,2011,2011-Q2,255000,1,371300,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,60 HOPATCHUNG RD,4/18/11,2011,2011-Q2,1,0,231400,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,24 TOR PL,5/18/11,2011,2011-Q2,38251,0,264400,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,208 CHINCOPEE AVE,5/27/11,2011,2011-Q2,199900,1,271800,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,7 MUSCONETCONG AVE,6/10/11,2011,2011-Q2,1,0,373700,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,38 MUSCONETCONG AVE,6/22/11,2011,2011-Q2,265000,1,322200,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,36 WEST RIVER STYX RD,6/27/11,2011,2011-Q2,245000,1,370600,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,6 BUCKNELL TR,5/17/11,2011,2011-Q2,1,0,217700,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,13 SKIDMORE TR,6/23/11,2011,2011-Q2,200000,1,276200,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,41 ADELPHI TR,5/5/11,2011,2011-Q2,80000,0,229600,1,1,0.05,0,0,0,0
SUSSEX,Hopatcong Borough,324 HUDSON AVE,6/10/11,2011,2011-Q2,56000,0,204600,1,1,0.05,0,0,0,0
